strategy,n_days,cumulative_return,annualized_return,annualized_vol,sharpe,sortino,max_drawdown,calmar,hit_rate
AAPL/agents,64,-0.008845644914150852,-0.0343797973516895,0.06035919486383658,-1.2125085691087167,-1.5147537239745452,0.043840372738910616,-0.784204038511188,0.5
AAPL/buy_hold,64,0.15701308517999268,0.7758015900918835,0.20925585802081395,2.6588152534638674,4.523191499019632,0.06927139269355598,11.199451316416987,0.5396825396825397
